#Network | Station | Location | Channel | Latitude | Longitude | Elevation | Depth | Azimuth | Dip | SensorDescription | Scale | ScaleFreq | ScaleUnits | SampleRate | StartTime | EndTime
UW|UIL08|00|HHZ|47.94272|-124.55148|61.0|1.3|0.0|-90.0|CASCADIA COMPACT,Velocity Sensor,NANOMETRICS|3.0172E8|1.0|m/s|200.0|2024-10-15T00:00:00.0000|
UW|UIL09|00|HHZ|47.93953|-124.55299|59.7|1.3|0.0|-90.0|CASCADIA COMPACT,Velocity Sensor,NANOMETRICS|3.0172E8|1.0|m/s|200.0|2024-10-15T00:00:00.0000|
UW|VLM||HHZ|45.53792|-122.04033|1167.0|1.0|0.0|-90.0|CASCADIA COMPACT,Velocity Sensor,NANOMETRICS|3.0172E8|1.0|m/s|100.0|2025-10-08T00:00:00.0000|
UW|VLM|00|HHZ|45.53792|-122.04033|1149.0|1.0|0.0|-90.0|CASCADIA COMPACT,Velocity Sensor,NANOMETRICS|3.0172E8|1.0|m/s|200.0|2025-10-08T00:00:00.0000|
UW|WATCH||HHZ|46.5707|-121.98712|1462.6|1.0|0.0|-90.0|CASCADIA,Velocity Sensor,NANOMETRICS|3.0172E8|1.0|m/s|100.0|2022-08-09T00:00:00.0000|
UW|WINDI||HHZ|47.31361|-123.33229|594.0|2.5|0.0|-90.0|CASCADIA,Velocity Sensor,NANOMETRICS|3.0172E8|1.0|m/s|100.0|2021-11-11T00:00:00.0000|
UW|WISH||HHZ|47.11596|-123.77143|44.0|0.0|0.0|-90.0|TRILLIUM 120PA,Velocity Sensor,NANOMETRICS|5.04049E8|1.0|m/s|100.0|2019-05-15T00:00:01.0000|
UW|WYNO||HHZ|47.43392|-123.61296|935.4|0.0|0.0|-90.0|CASCADIA COMPACT,Velocity Sensor,NANOMETRICS|2.9964E8|1.0|m/s|100.0|2020-08-26T00:00:00.0000|
UW|YACT||HHZ|45.9325|-122.4193|211.2|0.0|0.0|-90.0|TRILLIUM 120QA,Velocity Sensor,NANOMETRICS|5.04365E8|1.0|m/s|100.0|2020-10-17T18:00:00.0000|
UW|YELM||HHZ|46.94016|-122.59081|102.9|2.5|0.0|-90.0|CASCADIA COMPACT,Velocity Sensor,NANOMETRICS|2.9964E8|1.0|m/s|100.0|2021-11-15T00:00:00.0000|
